system:index,B1,B2,B3,B4,B5,B6,B7,ClassID,EVI,LSWI,NDTI,NDVI,SATVI,random,.geo
2_10_7,0.11138861,0.06989866,0.047619626,0.03213765,0.009390902,294.65213,0.0067613213,8,-0.08022732339076469,0.5477376,0.16279991,-0.19411364,-0.26700348592566225,0.3073906553744682,
2_10_8,0.11305106,0.06926181,0.047930725,0.030916361,0.009692264,294.21133,0.0066182823,8,-0.09038313230131731,0.52265,0.18846588,-0.21578938,-0.2660511079054779,0.3073906553744682,
2_11_0,0.1367644,0.10819051,0.08357668,0.04561522,0.011398839,293.76892,0.0067827855,8,-0.18203714238663735,0.6001394,0.25388563,-0.2938378,-0.40595271558911084,0.5693976873446921,
2_11_1,0.1326113,0.10837562,0.0857761,0.04489334,0.013818169,294.21133,0.012560652,8,-0.18090832348191516,0.52928585,0.04767148,-0.31287163,-0.3943089341965613,0.5693976873446921,
2_11_2,0.13590394,0.11185736,0.08137726,0.043582574,0.011311325,293.76892,0.009622814,8,-0.184340374881662,0.58788407,0.08065825,-0.30245468,-0.39823538415404985,0.5693976873446921,
2_11_3,0.13076986,0.10465309,0.08137726,0.043220118,0.010685188,293.76892,0.0065505807,8,-0.1732180428047052,0.6035571,0.23988527,-0.30624354,-0.4036694500494263,0.5693976873446921,
2_11_4,0.13392425,0.10869685,0.08201479,0.047447562,0.013818169,293.76892,0.010377317,8,-0.16149757424432515,0.5489103,0.14221051,-0.26700604,-0.38125571754712007,0.5693976873446921,
2_11_5,0.13330345,0.10853623,0.08031055,0.04405673,0.010529939,294.21133,0.0062491745,8,-0.17226183392627337,0.61419374,0.2551246,-0.29150614,-0.40107127723007246,0.5693976873446921,
2_11_6,0.13583703,0.10869685,0.08137726,0.043220118,0.011486352,294.21133,0.009622814,8,-0.1860576428783438,0.58007336,0.088281,-0.30624354,-0.3968800751946459,0.5693976873446921,
2_11_7,0.13422418,0.10632447,0.07999179,0.04316445,0.010518301,294.2105,0.008917831,8,-0.17827712463114814,0.60813105,0.082345106,-0.2990294,-0.39951195787625937,0.5693976873446921,
2_11_8,0.13515155,0.10853623,0.07999179,0.044778608,0.011161223,294.2105,0.007578505,8,-0.1722445818957609,0.60095614,0.19118302,-0.28222385,-0.3947246470108694,0.5693976873446921,
2_11_9,0.1349141,0.11041807,0.08543378,0.04617045,0.015376712,293.3241,0.007920826,8,-0.1794755998790235,0.5003275,0.32002893,-0.298344,-0.38237703442158083,0.5693976873446921,
2_11_10,0.13245407,0.10659792,0.07835634,0.04405673,0.01254709,294.2105,0.010392498,8,-0.16465206902653126,0.55666983,0.0939246,-0.28019568,-0.37740660048011526,0.5693976873446921,
2_11_11,0.13590394,0.10482023,0.08137726,0.043220118,0.010048759,293.76892,0.0065510785,8,-0.18623991999636347,0.62271553,0.21070571,-0.30624354,-0.40865767471822145,0.5693976873446921,
2_13_0,0.12996364,0.11211355,0.08436504,0.0489445,0.014284134,294.21133,0.009252062,8,-0.15256756136860244,0.54817516,0.21380141,-0.26570147,-0.38643402731153653,0.37485531260833616,
2_13_1,0.1268386,0.11046677,0.0847508,0.045984797,0.014284134,294.21133,0.008933081,8,-0.16066808198843202,0.5259868,0.2304778,-0.29652217,-0.38786453156767453,0.37485531260833616,
2_13_2,0.13003547,0.11195251,0.08021893,0.047684826,0.013246517,294.21133,0.009622814,8,-0.14688552449048517,0.5651986,0.1584525,-0.25436395,-0.3791241633336375,0.37485531260833616,
2_13_3,0.13169047,0.11211792,0.08193307,0.04887457,0.01532175,294.21133,0.009159636,8,-0.14950631491208938,0.52265954,0.25170612,-0.2527261,-0.36991434067803036,0.37485531260833616,
2_13_4,0.12869489,0.11222325,0.08124833,0.04776083,0.013803814,294.21133,0.010537136,8,-0.14686491798113993,0.55156684,0.134205,-0.2595746,-0.3785327823986385,0.37485531260833616,
2_13_5,0.12740546,0.11038407,0.07669848,0.045211203,0.015165787,294.21133,0.00898743,8,-0.14316014546610675,0.49763024,0.25579855,-0.25828364,-0.3513392786612042,0.37485531260833616,
2_13_6,0.12709282,0.110222936,0.077988215,0.046647094,0.012044056,294.21133,0.008706527,8,-0.1395717206441818,0.58957845,0.16084027,-0.2514626,-0.38020648600866497,0.37485531260833616,
2_13_7,0.12674338,0.109859526,0.07899131,0.0458735,0.012070436,294.21133,0.009252062,8,-0.14544593452586996,0.58337533,0.13217841,-0.2652293,-0.38366331304566864,0.37485531260833616,
2_13_8,0.12775946,0.11047324,0.078563176,0.044833586,0.013248089,294.21133,0.009290952,8,-0.15111370959756643,0.54381174,0.1755681,-0.27334258,-0.3729873552029082,0.37485531260833616,
2_16_0,0.13712451,0.10856403,0.073744744,0.040079944,0.008775722,293.76892,0.009159636,8,-0.18533207643895808,0.64074904,-0.0214054,-0.2957601,-0.3899199863207315,0.4295290609151191,
2_16_1,0.13815899,0.12131004,0.096279114,0.041004524,0.0105133485,292.87924,0.00877057,8,-0.23723539141717878,0.59185624,0.0903747,-0.40263057,-0.4543987429980887,0.4295290609151191,
